time,id,location,accuracy,scale,algo,association_status,cl_radio,ap_cardinality
2017-09-01 19:28:30,338,2010400491,99.7327,5,4,f,5GHz,1
2017-09-01 19:28:30,339,2010600873,99.5636,5,4,t,2.4GHz,1
2017-09-01 19:28:30,340,2010300791,99.512,5,4,t,5GHz,1
2017-09-01 19:28:30,341,2010400570,99.6348,5,4,f,2.4GHz,1
2017-09-01 19:28:30,342,2010400132,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,343,2010600845,99.1451,5,4,f,5GHz,2
2017-09-01 19:28:30,344,2010400420,99.7113,5,4,t,2.4GHz,1
2017-09-01 19:28:30,345,2010400318,99.7706,5,4,t,5GHz,1
2017-09-01 19:28:30,346,2010600594,99.7575,5,4,t,5GHz,1
2017-09-01 19:28:30,347,2010600477,99.6838,5,4,f,5GHz,1
2017-09-01 19:28:30,348,2010400643,95.239,5,4,t,2.4GHz,1
2017-09-01 19:28:30,349,2010400259,99.6914,5,4,t,5GHz,1
2017-09-01 19:28:30,350,2010400594,99.168,5,4,f,2.4GHz,1
2017-09-01 19:28:30,351,2010400365,99.1835,5,4,t,5GHz,1
2017-09-01 19:28:30,352,2010400189,99.6985,5,4,t,2.4GHz,1
2017-09-01 19:28:30,353,2010400533,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,354,2010400409,99.6756,5,4,f,5GHz,1
2017-09-01 19:28:30,355,2010600307,99.6838,5,4,t,5GHz,1
